loss,acc,loss_test,acc_test
1.6909147562683082,0.2077625542879104,1.6669535503242956,0.2378787845373153
1.6885658186864636,0.2123287618160247,1.6821049733595417,0.2227272689342498
1.6410626631167744,0.24695585668087,1.609473632321213,0.2287878841161728
1.6553446965311942,0.2324962019920349,1.6794979117133402,0.2227272689342498
1.6439389557417488,0.2610349953174591,1.6821053078680328,0.2227272689342498
1.6563265582197877,0.232876718044281,1.6101742426554362,0.2833333313465118
1.6037345485963053,0.2907153666019439,1.5784368515014648,0.3272727131843567
1.6363156562163588,0.2450532764196396,1.634398391752532,0.2590909004211426
1.55661358744405,0.3333333432674408,1.5480737259893709,0.3545454442501068
1.6690781167290163,0.2226027399301529,1.683488323471763,0.22575756907463074
1.6553669876703934,0.23135463893413544,1.5788313403274075,0.290909081697464
1.523505835500482,0.351217657327652,1.4669904232025146,0.44545453786849976
1.5263113200755243,0.3671993911266327,1.4523214383558793,0.46212121844291687
1.4123005783539748,0.4824962019920349,1.3870789271412474,0.5242424011230469
1.3515549705816006,0.5490867495536804,1.39314237724651,0.4954545497894287
1.3703517018387852,0.5281583070755005,1.325226725953998,0.5833333134651184
1.3525234504377461,0.5464231371879578,1.4426628752188249,0.4545454680919647
1.3087519417251807,0.5993150472640991,1.3182786681435326,0.5954545736312866
1.2833890234498673,0.6183409690856934,1.2920740355144849,0.6196969747543335
1.2685652221900325,0.6369863152503967,1.3276978214581807,0.5833333134651184
1.2784197014760754,0.6267123222351074,1.3135388269568935,0.5954545736312866
1.2638331781420715,0.638127863407135,1.2995842330383531,0.6000000238418579
1.2948360170040683,0.6095890402793884,1.285527752384995,0.6242424249649048
1.2513671669785835,0.6495434045791626,1.2830977266485042,0.6257575750350952
1.23333544310188,0.6685692667961121,1.250149947946722,0.653030276298523
1.2384573874408251,0.6662861704826355,1.2578394170963403,0.653030276298523
1.2084883711835201,0.6971080899238586,1.2298987139355053,0.6727272868156433
1.1956089025581627,0.710806667804718,1.2681628111637,0.6318181753158569
1.2243129901327137,0.6799848079681396,1.2347201094482885,0.6712121367454529
1.219644723780442,0.6879756450653076,1.2659006946014635,0.6409090757369995
1.2294151108014528,0.6738964915275574,1.2523196296258405,0.6545454263687134
1.198803786182694,0.7047184109687805,1.221135122125799,0.6909090876579285
1.2149496153790837,0.6872146129608154,1.243856086514213,0.6606060862541199
1.1892387857901632,0.7146118879318237,1.204455016598557,0.6954545378684998
1.21145249492683,0.6925418376922607,1.216606357603362,0.6924242377281189
1.180475828310126,0.7260273694992065,1.228517267920754,0.668181836605072
1.2198768089351044,0.685312032699585,1.2181920940225774,0.689393937587738
1.194543974493918,0.7077625393867493,1.206869530316555,0.6909090876579285
1.1970324339387624,0.7092846035957336,1.2515424406889712,0.6499999761581421
1.1875172652066026,0.7176560163497925,1.2331912763190993,0.6712121367454529
1.1679571727276574,0.7359208464622498,1.229655014746117,0.6712121367454529
1.1814031090184798,0.7233637571334839,1.2025226788087324,0.7015151381492615
1.1717525511934697,0.7359208464622498,1.2042446490490075,0.7015151381492615
1.1799264343361877,0.7267884612083435,1.2250019004850676,0.6727272868156433
