train_acc,test_acc,train_loss,test_loss
,0.19393938779830933,,
,0.2242424190044403,,
,0.2626262605190277,,
,0.2761363685131073,,
,0.294545441865921,,
,0.31717172265052795,,
,0.3320346176624298,,
,0.3339015245437622,,
,0.3373737335205078,,
,0.3531818091869354,,
,0.3610192835330963,,
,0.3762626349925995,,
,0.3875291347503662,,
,0.3988095223903656,,
,0.40656566619873047,,
,0.4156250059604645,,
,0.4205882251262665,,
,0.42659932374954224,,
,0.43030303716659546,,
,0.42280304431915283,,
,0.42813852429389954,,
,0.4351239800453186,,
,0.4413702189922333,,
,0.44507575035095215,,
,0.44842424988746643,,
,0.45489510893821716,,
,0.4603254795074463,,
,0.4650973975658417,,
,0.46938347816467285,,
,0.47373735904693604,,
,0.47580644488334656,,
,0.4805397689342499,,
,0.48512396216392517,,
,0.4882352948188782,,
,0.49238094687461853,,
,0.4956649839878082,,
,0.49926289916038513,,
,0.501435399055481,,
,0.5043123364448547,,
,0.507121205329895,,
,0.5102365016937256,,
,0.5128427147865295,,
,0.5161733627319336,,
,0.519318163394928,,
,0.5224242210388184,,
,0.5239459872245789,,
,0.5259510278701782,,
,0.528030276298523,,
,0.5305812954902649,,
,0.5328788161277771,,
,0.5341652035713196,,
,0.5370046496391296,,
,0.5379645228385925,,
,0.540656566619873,,
,0.5423966646194458,,
,0.5442099571228027,,
,0.545560896396637,,
,0.5472309589385986,,
,0.5488443970680237,,
,0.5508585572242737,,
,0.5529309511184692,,
,0.5552541613578796,,
,0.5557720065116882,,
,0.5573153495788574,,
,0.5584848523139954,,
,0.5596877932548523,,
,0.5612618923187256,,
,0.5622103214263916,,
,0.5639218091964722,,
,0.564437210559845,,
,0.5662612318992615,,
,0.5675926208496094,,
,0.568783700466156,,
,0.5701064467430115,,
,0.5709292888641357,,
,0.5689393877983093,,
,0.5706021189689636,,
,0.5724553465843201,,
,0.5737054347991943,,
,0.5752462148666382,,
,0.5767676830291748,,
,0.5782704949378967,,
,0.5797188878059387,,
,0.5809884667396545,,
,0.581497311592102,,
,0.5823290944099426,,
,0.5834378004074097,,
,0.5843663811683655,,
,0.5853592157363892,,
,0.5867171883583069,,
,0.5878121852874756,,
,0.5886198878288269,,
,0.5898337960243225,,
,0.5907801389694214,,
,0.5918181538581848,,
,0.592850387096405,,
,0.5937675833702087,,
,0.5949288606643677,,
,0.5959901809692383,,
,0.5971212387084961,,
0.21347032487392426,,,
0.21537290513515472,,,
0.2511415481567383,,,
0.28082191944122314,,,
0.38698631525039673,,,
0.4006849229335785,,,
0.3561643958091736,,,
0.48059362173080444,,,
0.4821156859397888,,,
0.5243531465530396,,,
0.5285388231277466,,,
0.5654489994049072,,,
0.564307451248169,,,
0.5878995656967163,,,
0.5848553776741028,,,
0.5749619603157043,,,
0.5859969854354858,,,
0.5559360980987549,,,
0.5422374606132507,,,
0.5528919100761414,,,
0.5068492889404297,,,
0.5730593800544739,,,
0.590563178062439,,,
0.5076103210449219,,,
0.5936073064804077,,,
0.6259512901306152,,,
0.625190258026123,,,
0.6506849527359009,,,
0.6453576683998108,,,
0.6476407647132874,,,
0.6145357489585876,,,
0.6647641062736511,,,
0.6655251383781433,,,
0.6563926935195923,,,
0.6567732095718384,,,
0.6750380396842957,,,
0.6769406199455261,,,
0.6830289363861084,,,
0.6731354594230652,,,
0.6796042323112488,,,
0.6990106701850891,,,
0.6978691220283508,,,
0.7092846035957336,,,
0.719558596611023,,,
0.7047184109687805,,,
0.7153729200363159,,,
0.6704718470573425,,,
0.7100456357002258,,,
0.7264078855514526,,,
0.711567759513855,,,
0.7191780805587769,,,
0.7096651196479797,,,
0.7245053052902222,,,
0.7363013625144958,,,
0.7332572340965271,,,
0.7001522183418274,,,
0.7332572340965271,,,
0.7256468534469604,,,
0.7294520735740662,,,
0.745814323425293,,,
0.7302131056785583,,,
0.7351598143577576,,,
0.7271689772605896,,,
0.7009132504463196,,,
0.7229832410812378,,,
0.7317351698875427,,,
0.7172755002975464,,,
0.7210806608200073,,,
0.7442922592163086,,,
0.7442922592163086,,,
0.728691041469574,,,
0.7587519288063049,,,
0.7492389678955078,,,
0.7176560163497925,,,
0.7534246444702148,,,
0.7557077407836914,,,
0.7233637571334839,,,
0.7568492889404297,,,
0.7773972749710083,,,
0.7389649748802185,,,
0.7636986374855042,,,
0.7545661926269531,,,
0.7610350251197815,,,
0.7519025802612305,,,
0.7519025802612305,,,
0.7461948394775391,,,
0.7675037980079651,,,
0.7838660478591919,,,
0.7709284424781799,,,
0.7754946947097778,,,
0.7968036532402039,,,
0.7861491441726685,,,
0.7815829515457153,,,
0.7477169036865234,,,
0.7903348803520203,,,
0.7770167589187622,,,
0.7343987822532654,,,
0.780441403388977,,,
0.7732115387916565,,,
0.7838660478591919,,,
,,,1.7108913660049438
,,,1.6572743654251099
,,,1.6209099292755127
,,,1.598418116569519
,,,1.5798799991607666
,,,1.5591013431549072
,,,1.5457218885421753
,,,1.5442885160446167
,,,1.5419691801071167
,,,1.5279045104980469
,,,1.5214194059371948
,,,1.5083341598510742
,,,1.4983147382736206
,,,1.4873852729797363
,,,1.4802836179733276
,,,1.472121000289917
,,,1.467674970626831
,,,1.4624958038330078
,,,1.459398865699768
,,,1.4674291610717773
,,,1.4623812437057495
,,,1.4556217193603516
,,,1.449597716331482
,,,1.4461431503295898
,,,1.443089485168457
,,,1.4371600151062012
,,,1.4320509433746338
,,,1.427292823791504
,,,1.4231994152069092
,,,1.4189480543136597
,,,1.416940689086914
,,,1.4123882055282593
,,,1.4080922603607178
,,,1.4051575660705566
,,,1.4012835025787354
,,,1.3981530666351318
,,,1.3947746753692627
,,,1.3928231000900269
,,,1.39017915725708
,,,1.3874818086624146
,,,1.3846768140792847
,,,1.3823617696762085
,,,1.3794097900390625
,,,1.3764408826828003
,,,1.3733890056610107
,,,1.3719282150268555
,,,1.3698211908340454
,,,1.3678016662597656
,,,1.3652396202087402
,,,1.3630088567733765
,,,1.36183500289917
,,,1.3591874837875366
,,,1.358201503753662
,,,1.3556325435638428
,,,1.3540453910827637
,,,1.3523235321044922
,,,1.3510706424713135
,,,1.349440574645996
,,,1.3479137420654297
,,,1.3460277318954468
,,,1.344059705734253
,,,1.341806173324585
,,,1.3412302732467651
,,,1.339763879776001
,,,1.3386180400848389
,,,1.3375309705734253
,,,1.3360204696655273
,,,1.3350943326950073
,,,1.3335087299346924
,,,1.3331376314163208
,,,1.3313950300216675
,,,1.3300553560256958
,,,1.3288673162460327
,,,1.3275164365768433
,,,1.326759934425354
,,,1.328721284866333
,,,1.3271534442901611
,,,1.3254204988479614
,,,1.3242461681365967
,,,1.3227823972702026
,,,1.3213484287261963
,,,1.3198304176330566
,,,1.3184159994125366
,,,1.3171498775482178
,,,1.3167212009429932
,,,1.3158894777297974
,,,1.3148361444473267
,,,1.3139289617538452
,,,1.313040018081665
,,,1.3117388486862183
,,,1.3106483221054077
,,,1.3099130392074585
,,,1.3087618350982666
,,,1.307900309562683
,,,1.306942343711853
,,,1.3059560060501099
,,,1.305090069770813
,,,1.303958773612976
,,,1.3029323816299438
,,,1.3018351793289185
,,1.6912903785705566,
,,1.6742745637893677,
,,1.6421945095062256,
,,1.5975092649459839,
,,1.4979608058929443,
,,1.4867286682128906,
,,1.5403945446014404,
,,1.4151113033294678,
,,1.4141849279403687,
,,1.3718103170394897,
,,1.3686038255691528,
,,1.3324629068374634,
,,1.336478590965271,
,,1.314611554145813,
,,1.3195645809173584,
,,1.3245052099227905,
,,1.316575288772583,
,,1.3482967615127563,
,,1.3554140329360962,
,,1.346058964729309,
,,1.3940982818603516,
,,1.3280951976776123,
,,1.3111342191696167,
,,1.396724820137024,
,,1.309334635734558,
,,1.2783238887786865,
,,1.276662826538086,
,,1.2528040409088135,
,,1.2563157081604004,
,,1.2540913820266724,
,,1.2882643938064575,
,,1.2398737668991089,
,,1.2402238845825195,
,,1.2472188472747803,
,,1.2475248575210571,
,,1.2264509201049805,
,,1.2259162664413452,
,,1.2219117879867554,
,,1.2311553955078125,
,,1.2249884605407715,
,,1.2029417753219604,
,,1.206032633781433,
,,1.1985087394714355,
,,1.1850593090057373,
,,1.1971750259399414,
,,1.1874314546585083,
,,1.2342638969421387,
,,1.1923919916152954,
,,1.1751307249069214,
,,1.190617561340332,
,,1.186037540435791,
,,1.196244716644287,
,,1.1770480871200562,
,,1.1678234338760376,
,,1.1713327169418335,
,,1.202518343925476,
,,1.1714346408843994,
,,1.1782758235931396,
,,1.1751583814620972,
,,1.1598349809646606,
,,1.1742719411849976,
,,1.168209195137024,
,,1.172996997833252,
,,1.2021565437316895,
,,1.1801950931549072,
,,1.170635461807251,
,,1.184445858001709,
,,1.1812803745269775,
,,1.1594312191009521,
,,1.1610372066497803,
,,1.174814224243164,
,,1.1461094617843628,
,,1.1565215587615967,
,,1.1837434768676758,
,,1.1495121717453003,
,,1.148037075996399,
,,1.1817173957824707,
,,1.1471173763275146,
,,1.1282979249954224,
,,1.163366675376892,
,,1.1384841203689575,
,,1.1483323574066162,
,,1.1415319442749023,
,,1.1529048681259155,
,,1.1511584520339966,
,,1.159882664680481,
,,1.1374348402023315,
,,1.1248137950897217,
,,1.1344503164291382,
,,1.129117727279663,
,,1.1090505123138428,
,,1.120081901550293,
,,1.1230241060256958,
,,1.1578401327133179,
,,1.115594506263733,
,,1.126698613166809,
,,1.1691244840621948,
,,1.1257836818695068,
,,1.1318824291229248,
,,1.1191600561141968,
